Unnamed: 0,EN,UK,TRANSLATION,BLEU_Score,avg
715,"Copying %1 MiB/ second, estimated time left: %2","Копіювання% 1 МБ/ секунду, оцінка залишкового часу:% 2@ info/ plain","Копіювання% 1 МБ/ секунду, оцінка залишкового часу:% 2",0.7613003866968737,0.1350462239206423
716,Thank you.,"Його діяння підпадають під 148 статтю, 1 параграфу, Кримінального Кодексу.",Дякую.,0.0,0.1350462239206423
717,What's the matter with you?,Та що з вами?,Що з тобою?,8.214546595247418e-155,0.1350462239206423
718,You gonna be finished soon?,"Еріку, тихіше.",Ти скоро закінчиш?,0.0,0.1350462239206423
719,"Now, go put your clothes on, get in the car, and lets go to work.","Вдягайся, лізь в машину та їдьмо на роботу.","А тепер піди одягайся, сідай в машину і їдьмо на роботу.",4.284993070788676e-78,0.1350462239206423
720,Me and Dutch both got one.,У нас з Датчем теж є такі запальнички.,Я і Датч отримали один.,0.0,0.1350462239206423
721,They are losing water now.,І втрачають воду.,Тепер вони втрачають воду.,9.53091075863908e-155,0.1350462239206423
722,- Did you want anything else?,- Ще щось хотіли?,- Хочеш ще чогось?,1.6034157163765524e-231,0.1350462239206423
723,the one that put you in the wheelchair.,"Ту, що засадила вас у візок.","та, що поклала тебе в інвалідний візок.",1.331960397810445e-231,0.1350462239206423
724,He was here.,Він був тут.,Він був тут.,1.2213386697554703e-77,0.1350462239206423
725,I like red wine better than white.,"Я люблю більше червоне вино, а не біле.","Я більше люблю червоне вино, ніж біле.",7.949789639087738e-155,0.1350462239206423
726,"Now, Baron. Which hand did you touch me with?","Кажи, барон, якою рукою ти торкався мене?","Барон, якою рукою ти торкався мене?",0.8668778997501817,0.1350462239206423
727,We're with you.,Ми на твоєму боці.,Ми з тобою.,9.918892480173173e-232,0.1350462239206423
728,Emotes,Емоційки,Емоції,0.0,0.1350462239206423
729,And fuck you if you're already thinking it.,"І, хай вам грець, якщо ви якраз подумали про це.","І пішов ти, якщо ти вже про це думаєш.",6.480360213743594e-155,0.1350462239206423
730,He picks me up.,Він мене забере.,Он забрал меня.,0.0,0.1350462239206423
731,Clear the line and get to Duke's.,"Чорт, Коґґінсе.",Очисти линию и подойди к Дюку.,0.0,0.1350462239206423
732,Been going on for a long time.,"Напевно, дуже старої.",Проходил долгое время.,0.0,0.1350462239206423
733,- Hey.,- Привіт.,- Привет.,1.5319719891192393e-231,0.1350462239206423
734,The regular expression token * can be used in the application and object arguments.,У параметрах програми і об’ єктів можна використовувати шаблон заміни формальних виразів *.,У параметрах програми і об' єктів можна використовувати ключ формального виразу *.,0.36883688707312123,0.1350462239206423
