EN,UK
"Ich... Könnten Sie uns erzählen, was gestern in Ägypten passiert ist?","I was, we were hoping that you would... tell us about what happened yesterday in Egypt."
"Zum Vergleich sei hier der mittlere Dndex für die körperliche Belastung an den anstrengendsten Arbeitsplätzen in der Eisen- und Stahlindustrie angeführt, der weit über 200 liegt.","By way of comparison, the mean physical load index for the more arduous workplaces in the steel industry is well above 200. - the collection and unloading of raw materials (coke and ore) seem to be the least stressful, while shunting operations seem to impose the greatest physical workload."
"Gemäß dieser Logik, Herr Präsident, können auch keine Zuschüsse aus öffentlichen Mitteln des EU-Haushalts vergeben werden, weder an nationale politische Parteien noch an europäische politische Parteien.","Consequently, Mr President, public funds from the EU's budget cannot be used to support National Political Parties or European Political Parties."
Das Lager ist vier Fuß unter diesem Tank vergraben.,The cache is buried 4 feet below this cistern.
Ganz einfach. Wenn ich für Johnson hänge werden Sie neben mir baumeln für die Leute die Sie umgebracht haben.,"Point is, if I be hanging for Johnson, you gonna drop down right beside me for them folks you done killed."
- Du hast gar nicht die Nerven dafür.,and I won't. if you don't give me away. You don't have the strength...
"Das Tauchen sei für ihn wie eine Berufung: ""Ich kann die Augen nicht verschliessen vor dem Abfall, dem Zivilisationsmüll, den man unter Wasser antrifft.","“I can’t turn a blind eye to the rubbish, the waste produced by society, that one encounters underwater."
Drei Schafe sind von der Mine getötet worden und der Rest wurde verletzt.,The mine killed three sheep and injured the rest.
fr 22/07/16 - 6 Nächte - 417€,sat 31/12/16 - 7 nights - 440€
Zur Förderung gemeinsamer Aufsichtskonzepte entwickelt der Ausschuss ein neues praktisches Instrumentarium zur Erhöhung der Konvergenz.,The Committee shall develop new practical convergence tools to promote common supervisory approaches.
"Derzeit sind gemeinschaftsweit für einige Tierarten folgende Mittel zugelassen: Pacitracin, Spiramycin, Virginiamycin, Flavophospholipol, Thylosin, Monensin, Salinomycin und Avilamycin.","The following medicines are currently approved on a Community-wide basis for certain types of animal: Pacitracin, Spiramycin, Virginiamycin, Flavophospholipol, Thylosin, Monensin, Salinomycin and Avilamycin."
Eine Zeit in der beide noch nicht bei der Monster AG waren.,"Der Film entführt das Publikum in eine Zeit, in der Mike Wazowski noch ein erfolgreicher Comedian war und James P. Sullivan arbeitete noch nicht als Erschrecker. Eine Zeit in der Beide noch nicht bei der Monster AG waren."
"Wieso? Nun, jemand hinterließ ihr eine Nachricht.","- As I say, somebody's left a note for her."
- Wie bei Ihren Würmern?,Like your earthworms?
Liest du viele seiner Werke?,You read a lot of his stuff?
"Gepriesen-erhaben ist ER, daß ER einen Sohn hätte.",Exaltations to Him that He should have son!
"Sollten versuchen, stabilisieren den Wagen passieren zu Ihrer Maus.",Should try to stabilize the cars pass through of your mouse.
Der war nicht von schlechten Eltern.,"Well, hey, new boy. You got a good uppercut."
Sie haben Fünf gewählt.,You have pressed 5.
"Wir müssen ihm seine Reflektion nehmen, damit er lebendig wird.",We have to draw him from his reflection to make him flesh - and blood.
"Von allen Klassen, welche heutzutage der Bourgeoisie gegenüber stehen, ist nur das Proletariat eine wirklich revolutionäre Klasse. Die übrigen Klassen verkommen und gehen unter mit der großen Industrie, das Proletariat ist ihr eigenstes Produkt.","Of all the classes that stand face to face with the bourgeoisie today, the proletariat alone is a really revolutionary class. The other classes decay and finally disappear in the face of Modern Industry; the proletariat is its special and essential product."
"Wärt ihr nicht gekommen, hätten sie mich verbrannt.","If you hadn't come, they'd have burned me alive."
"Ich denke, er machte einige ziemlich wilde Anschuldigungen über sie.",I guess he made some pretty wild accusations about her.
"Mittwoch, 9. März 2016, 12:27 UTC+1","Donnerstag, 10. März 2016, 01:22 UTC+1"
"Das waren Kiemen, keine Lider.","They were gills, not eyelids."
Was zum Teufel glotzt du so?,What the fuck are you looking at?
Denn ich werde es nicht machen.,Because I won't do it.
Ich hab ein bisschen was wertvolleres als Geld.,I have something more precious than money.
Dezember 1936 als Fahnenjunker in die Luftwaffe ein.,As a boy he was a poor scholar but a very keen sportsman.
"Einmal fragte ich dies wahrhaftig und Sie antwortete lächelnd: ""Liebes Kind, weisst du, ich suche nicht die Besten!"" Seit 21 Jahren bin ich also ein Instrument, ein Instrument in Ihren Händen und in den Händen Gottes.","So for 21 years I have been an instrument in her hands and those of God. I am happy to be at this school, which is a school of peace, of love and of prayer. It's also a great responsibility."
- Aber natürlich.,"- Yes, of course."
In einem weniger gesicherten Gebäude für die ersten Tage.,In a Iess-secure government building for the first few days.
"PaC.Space, das Ergebnis der Projektarbeit, wurde der Fachöffentlichkeit erstmals 2008 auf der Drupa vorgestellt.","The goal was a uniform generation process for repro data required for print template generation in order to reduce the time and cost which had been extensive up to then. PaC.Space, the result of the project work, was shown to a specialist public for the first time at Drupa in 2008."
"Ein hochentwickelter, sehr bequemer und überaus leistungsstarker Jet für Transkontinentalflüge. Der Bombardier* Challenger* 300 bietet eine außergewöhnlich hohe Zuverlässigkeit und Wertbeständigkeit.","A sophisticated and extremely comfortable transcontinental high-performance jet, the rugged and refined Bombardier* Challenger* 300 was built to provide outstanding reliability and maintain its unsurpassed value over time."
"Fahrt nach Wolong über Balang Berg(4400M), Besuch vom Padabär Basis in Wolong.",Cross the Mt. Balang and visit the Wolong Natural Preserve for Panda.
"< 26 von 30 >Südseite des Palastes der Republik nach Entfernung der Glasfassade, 22. Oktober 2006","< 26 of 30 >South side of Palace of the Republic after the removal of the glass façade, 22 October 2006"
Nur ein Krampf.,I work out.
"Zusätzliche Informationen, die der Kommission unmittelbar zugehen, werden dem betroffenen Mitgliedstaat zugänglich gemacht.“",Any additional information directly received by the Commission shall be made available to the Member State concerned.’;
"Ich weiß, das ist ziemlich kurzfristig, aber meine Mutter hat mir gerade abgesagt.","I know this is last-minute, but my mom just canceled on me."
"Sie werden nicht mit einem mechanischen Schlüssel, sondern mit einem programmierbaren Transponder über Funk bedient.","Because it has its own power supply, it can be put in place of a mechanical cylinder, wirelessly, in just a few minutes."
"Samstag, 12. März 2016, 07:20 UTC+1","Mittwoch, 9. März 2016, 14:10 UTC+1"
"Leisten für Rahmen für Bilder, Photographien, Spiegel oder dergl., aus Holz (ausg. aus Nadelholz)","Mouldings for frames for paintings, photographs, mirrors or similar objects, of non-coniferous wood"
Da ist und wird nichts sein.,No. It won't happen again.
"Sportliche Absteiger waren Cracovia Krakau und Górnik Zabrze, welche jeweils am letzten Spieltag den Klassenerhalt nicht mehr realisieren konnten.","On competitive criteria, Górnik Zabrze and Cracovia would have been relegated to the I Liga, while Arka Gdynia would have had to compete in the relegation play-offs."
Probenhöhe und Gewicht sind begrenzt: Die maximale Probenhöhe beträgt 50 mm (80 mm je nach Tisch- und Kondensorkonfiguration).,The sample height and weight are limited: Maximum sample height is at 50 mm (80mm depending on stage and condenser configuration).
Wir werden nicht in unser altes Haus zurückkönnen.,We're not gonna be able to go back to our old house.
"Wir müssen aufhören, einfach nur Gesetze zu erlassen, und stattdessen prüfen, wie sie umgesetzt werden und inwiefern sie die von uns anvisierten Ziele erreichen.","Perhaps we should apply that same process to the existing 15 Member States, so that instead of promising to do things, people actually do them."
"Text der Entscheidung in DE (PDF, 34.283K)","Decision text in EN (PDF, 15.475K)"
"LP, 1987 / Europäische Union","LP, 1970 / Großbritannien"
Im Namen der Fraktion der Sozialdemokraten unterstützen wir diesen Kompromiß.,"On behalf of the Socialist Group, we support this compromise."
"Zum Besten des Hauses, la casa, hmm?","For the good of the home, la casa, huh?"
"Damit Sie das Optimum an Funktionalität mit Ihrer SÜSS-Anlage erzielen und einen möglichst störungsfreien Betrieb umsetzen können, unterstützen wir Sie auch bei der soliden Ausbildung Ihres Personals.","We also support you in providing your staff with well-grounded training, in order to ensure that you achieve the optimum in functionality from your SUSS equipment and that it runs with as little interruption as possible."
Dein Vater steht jetzt in meiner Schuld.,I own the paper on your father.
"Diese siedelten hauptsächlich in den Eastern Townships, Montreal und in dem damals als ""pays d’en haut"" bekannten Gebiet westlich des Ottawa Rivers.","These United Empire Loyalists settled mainly in the Eastern Townships, Montreal, and what was known then as the ""pays d'en haut"" (high country) west of the Ottawa River."
"Keinen Souschef zu haben, alleine zu arbeiten, das warf viele Fragen bei mir auf.","Not having a sous-chef, working on my own, I've been questioning a lot of things."
1 Ergebnisse. Sie sind auf Seite: 1/1. -,Boats found: 10 You are at page: 1/1.
- Wir haben viel getrunken...,"We've, um, we've had a lot to drink..."
"Alter, Kumpel, beruhigst du dich bitte?","Dude, dude, will you relax?"
"Es bestehen Ausschüsse in einer dreifach gestaffelten Rangordnung, für deren Zusammensetzung und Zuständigkeit mehrere Faktoren maßgeblich sind, wie Rating der Gegenpartei, Bonität der Gegenpartei (Unternehmen, örtliche Behörde usw.) und Umfang der Transaktion.","There are three hierarchical levels of committees whose composition and competence depend on various factors including the rating of the counterparty, the status of the counterparty (enterprise, local authority, etc.) and the amount of the transaction."
Wer setzte denn die Gerüchte in die Welt?,Who do you think started those rumours?
Sie sind wach.,You're awake.
"Und das weiß ich zu schätzen, trotzdem.","And I appreciate that, but still."
"Es war nicht leicht, einen Plan zu entwickeln, wie wir euch befreien.",And it wasn't exactly easy coming up with a plan to save your sorry butts.
"Nichts, was angemessen wäre.",Nothing to show more fair.
Es findet statt. Kann ich das?,It's happening.
Anders als im letzten Herbst ist die auf eine Spaltung der internationalen Gemeinschaft angelegte Taktik des Iran diesmal nicht aufgegangen.,"Iran’ s tactic of trying to divide the international community proved unsuccessful on this occasion, as it did last autumn."
Veröffentlichung,Publication
"Oh nein, nein, nein, nein, nein!","Oh, no, no, no, no, no!"
"Stadt, in der sich ein großes Gefängnis befindet, in dem mehrere","Stadt, in der sich ein großes Gefängnis befindet, in dem mehrere"
"In dieser Logik, und ich gestatte mir hier, dies Kommissar Pinheiro mit Nachdruck zu sagen, fordert der Bericht die Kommission auf, die Möglichkeit der Schaffung eines europäischen Korps zu prüfen, das aus Militärs und Zivilisten besteht und in der Lage ist, Maßnahmen zur Bewahrung und Wiederherstellung des Friedens durchzuführen.","Pursuing this argument, and here I must take this opportunity to stress the point to Commissioner Pinheiro, the report calls upon the Commission to study the possibility of setting up a European corps consisting of civilian and military units, capable of undertaking operations to keep and re-establish peace."
